pair_id,style,ref_path,search_path,gt_x,gt_y,pitch,scale,noise_sigma_ref,noise_sigma_search,rotation_deg,blur_ref,blur_search,dose_ref,dose_search,charging_intensity,salt_pepper_prob,gamma_ref,gamma_search,classical_pred_x,classical_pred_y,classical_error_px,classical_time_sec,classical_confident,classical_n_candidates,dl_pred_x,dl_pred_y,dl_error_px,dl_time_sec,dl_confident
704,finfet,data/train_canonical/ref_0704.png,data/train_canonical/search_0704.png,422.78,614.66,23,9.177,7.63,14.06,2.34,0.44,0.78,461.7,119.5,0.0,0.0012,1.089,1.145,422.5,452.5,162.16024173637626,0.20969820022583008,False,11,420.0,620.0,6.0202989958971465,0.04728102684020996,True
705,finfet,data/train_canonical/ref_0705.png,data/train_canonical/search_0705.png,473.27,542.56,22,10.233,7.21,15.79,2.61,0.4,0.51,305.7,191.9,0.0,0.0,1.006,1.059,473.0,489.0,53.560680540859394,0.20577096939086914,False,6,476.0,540.0,3.7425258850139995,0.04948616027832031,True
706,finfet,data/train_canonical/ref_0706.png,data/train_canonical/search_0706.png,633.12,438.99,23,10.132,6.07,12.07,2.69,0.49,0.46,509.5,182.9,0.0,0.0,1.074,0.99,512.0,439.0,121.12000041281374,0.1936473846435547,False,8,636.0,436.0,4.151445531378201,0.0514218807220459,True
707,dram,data/train_canonical/ref_0707.png,data/train_canonical/search_0707.png,430.59,525.1,45,10.486,5.51,11.02,-2.87,0.56,0.53,394.8,111.0,0.0,0.0,1.025,0.866,430.5,525.5,0.40999999999997233,0.1962723731994629,True,4,428.0,524.0,2.813911867845175,0.04564380645751953,True
708,finfet,data/train_canonical/ref_0708.png,data/train_canonical/search_0708.png,541.27,383.03,24,10.623,7.93,14.23,-1.9,0.25,0.76,491.6,159.0,0.0,0.0,1.045,0.935,541.5,536.5,153.47017234629016,0.20835137367248535,False,9,540.0,380.0,3.2853919096509303,0.04593300819396973,True
709,dram,data/train_canonical/ref_0709.png,data/train_canonical/search_0709.png,484.6,608.85,44,9.924,5.49,10.07,-2.7,0.39,0.56,305.5,138.2,0.639,0.0012,1.073,1.092,485.0,498.0,110.85072169363627,0.21205472946166992,True,4,484.0,612.0,3.2066337489647747,0.04734301567077637,True
710,dram,data/train_canonical/ref_0710.png,data/train_canonical/search_0710.png,593.0,476.68,40,9.319,5.47,12.99,2.86,0.42,0.67,346.2,102.8,0.0,0.0,1.015,0.907,592.5,476.5,0.5314132102234592,0.2046213150024414,True,5,596.0,484.0,7.910903867447758,0.04862332344055176,True
711,finfet,data/train_canonical/ref_0711.png,data/train_canonical/search_0711.png,601.41,501.14,23,10.412,7.51,16.33,-2.0,0.32,0.87,466.7,141.7,0.0,0.0,1.073,0.932,601.5,501.5,0.37107950630561043,0.1989290714263916,True,7,604.0,500.0,2.8297879779234583,0.043292999267578125,True
712,dram,data/train_canonical/ref_0712.png,data/train_canonical/search_0712.png,431.13,379.25,40,9.811,6.26,12.12,-0.12,0.26,0.43,331.3,131.2,0.0,0.0,1.098,1.122,432.0,514.0,134.75280850505493,0.19813156127929688,False,9,436.0,380.0,4.927413114403951,0.041046142578125,True
713,dram,data/train_canonical/ref_0713.png,data/train_canonical/search_0713.png,394.68,534.45,41,10.682,6.65,16.38,-1.64,0.24,0.83,545.0,172.8,0.0,0.0,0.989,0.865,395.5,534.5,0.8215229759416253,0.20004940032958984,True,8,396.0,532.0,2.782966043630465,0.04675698280334473,True
714,finfet,data/train_canonical/ref_0714.png,data/train_canonical/search_0714.png,499.54,601.28,26,10.36,4.65,15.39,1.2,0.23,0.89,372.7,106.1,0.0,0.0,0.967,0.941,499.5,478.5,122.78000651571897,0.19370126724243164,False,4,500.0,796.0,194.7205433435312,0.04428815841674805,True
715,finfet,data/train_canonical/ref_0715.png,data/train_canonical/search_0715.png,452.33,495.46,29,10.921,6.36,10.1,-2.17,0.25,0.59,458.0,181.4,0.0,0.0,1.004,1.099,452.5,495.5,0.17464249196575,0.22841501235961914,True,7,452.0,492.0,3.4757013680694504,0.04547572135925293,True
716,finfet,data/train_canonical/ref_0716.png,data/train_canonical/search_0716.png,388.12,519.28,26,9.538,5.07,11.46,0.08,0.29,0.83,544.1,135.3,0.562,0.0006,1.047,1.136,513.5,519.5,125.38019301309119,0.18293070793151855,False,10,388.0,524.0,4.7215251773129685,0.04204154014587402,True
717,finfet,data/train_canonical/ref_0717.png,data/train_canonical/search_0717.png,410.42,498.91,22,9.346,5.9,14.64,2.85,0.35,0.84,376.5,180.5,0.0,0.0,1.034,0.862,410.5,498.5,0.41773197148413,0.19400835037231445,True,8,412.0,500.0,1.9195051445619766,0.05225968360900879,True
718,dram,data/train_canonical/ref_0718.png,data/train_canonical/search_0718.png,565.56,489.33,35,9.971,5.72,16.01,-0.0,0.21,0.76,576.7,169.6,0.0,0.0,1.052,0.882,566.0,489.0,0.5500000000000341,0.19144272804260254,True,7,564.0,492.0,3.0923292192132315,0.04792618751525879,True
719,finfet,data/train_canonical/ref_0719.png,data/train_canonical/search_0719.png,616.64,439.03,30,10.416,6.32,16.21,-1.68,0.26,0.52,358.2,188.0,0.0,0.0,0.974,0.984,475.5,497.5,152.77185768327882,0.2029588222503662,True,8,620.0,444.0,5.999208281098462,0.04546713829040527,True
720,dram,data/train_canonical/ref_0720.png,data/train_canonical/search_0720.png,433.0,409.77,35,9.557,7.0,14.06,-0.71,0.47,0.49,435.6,179.0,0.0,0.0,0.933,1.12,433.5,409.5,0.5682429058070063,0.20756936073303223,True,7,436.0,412.0,3.7380342427538142,0.049248695373535156,True
721,dram,data/train_canonical/ref_0721.png,data/train_canonical/search_0721.png,525.77,632.75,43,9.955,4.02,14.91,0.25,0.36,0.63,434.0,139.3,0.645,0.0,0.975,0.94,526.0,464.0,168.75015674066793,0.1965634822845459,True,4,524.0,636.0,3.70072965778371,0.04470658302307129,True
722,dram,data/train_canonical/ref_0722.png,data/train_canonical/search_0722.png,380.66,526.04,41,10.098,5.94,16.93,2.14,0.52,0.86,474.0,108.0,0.0,0.0,1.048,0.954,539.0,526.0,158.34000505241875,0.20742511749267578,False,7,380.0,524.0,2.1441082062246495,0.048874616622924805,True
723,dram,data/train_canonical/ref_0723.png,data/train_canonical/search_0723.png,497.04,524.22,42,9.494,5.41,12.83,-2.98,0.45,0.86,548.5,100.9,0.0,0.0,0.948,1.071,497.5,524.5,0.5385164807134187,0.21345019340515137,True,5,500.0,524.0,2.9681644159311475,0.04858565330505371,True
724,finfet,data/train_canonical/ref_0724.png,data/train_canonical/search_0724.png,421.88,585.25,28,9.733,5.8,17.97,-0.02,0.22,0.68,492.5,108.0,0.642,0.0,1.033,0.868,421.5,512.5,72.75099243309332,0.17124295234680176,False,6,420.0,588.0,3.3312009846300152,0.03913307189941406,True
725,finfet,data/train_canonical/ref_0725.png,data/train_canonical/search_0725.png,448.98,418.43,26,9.364,7.92,12.1,-2.86,0.58,0.58,459.9,152.3,0.0,0.0019,0.956,0.945,449.5,548.5,130.0710394361481,0.19446492195129395,False,9,452.0,420.0,3.4037185547574094,0.04381728172302246,True
726,finfet,data/train_canonical/ref_0726.png,data/train_canonical/search_0726.png,374.47,398.82,23,9.608,5.53,10.83,-2.65,0.29,0.47,518.5,117.8,0.0,0.0,1.065,0.972,412.5,473.5,83.80562809262871,0.2189335823059082,False,12,372.0,404.0,5.738754220211928,0.04364609718322754,True
727,finfet,data/train_canonical/ref_0727.png,data/train_canonical/search_0727.png,366.27,464.51,24,10.484,4.42,16.56,0.19,0.55,0.89,499.4,127.1,0.0,0.0006,0.906,1.024,503.5,464.5,137.23000036435184,0.20618224143981934,True,8,364.0,468.0,4.163291966701348,0.04193544387817383,True
728,finfet,data/train_canonical/ref_0728.png,data/train_canonical/search_0728.png,513.45,622.25,23,10.938,7.53,10.7,1.47,0.42,0.75,577.3,192.8,0.0,0.0,0.934,1.066,513.5,510.5,111.75001118568177,0.19575715065002441,False,6,516.0,628.0,6.290071541723494,0.04548287391662598,True
729,dram,data/train_canonical/ref_0729.png,data/train_canonical/search_0729.png,435.7,555.26,39,10.154,4.42,14.92,-0.05,0.32,0.84,589.2,82.7,0.0,0.0016,1.019,0.962,513.0,556.0,77.30354196283636,0.2098379135131836,True,5,436.0,556.0,0.7984985911070979,0.0450589656829834,True
730,dram,data/train_canonical/ref_0730.png,data/train_canonical/search_0730.png,375.52,603.83,36,10.998,5.34,11.28,-0.72,0.4,0.66,544.2,161.6,0.606,0.0,0.963,1.052,522.5,603.5,146.98037045809895,0.21459078788757324,False,10,372.0,484.0,119.88168876021062,0.04645204544067383,True
731,finfet,data/train_canonical/ref_0731.png,data/train_canonical/search_0731.png,533.39,562.56,27,10.283,5.08,14.63,-2.24,0.46,0.83,429.6,85.6,0.489,0.0,0.93,0.903,533.5,562.5,0.12529964086140252,0.19615936279296875,True,5,532.0,564.0,2.001424492705163,0.054322242736816406,True
732,finfet,data/train_canonical/ref_0732.png,data/train_canonical/search_0732.png,633.96,615.37,24,10.111,7.73,15.37,-2.63,0.46,0.54,465.7,92.5,0.544,0.0,0.96,0.986,423.0,499.0,240.92757936774282,0.2068636417388916,False,9,636.0,620.0,5.05949602233264,0.0463254451751709,True
733,finfet,data/train_canonical/ref_0733.png,data/train_canonical/search_0733.png,399.66,437.63,24,9.638,4.35,14.34,0.17,0.37,0.46,476.2,81.1,0.0,0.0,1.078,1.028,474.5,437.5,74.84011290745089,0.19823265075683594,True,12,404.0,436.0,4.63600043140634,0.044516801834106445,True
734,finfet,data/train_canonical/ref_0734.png,data/train_canonical/search_0734.png,489.18,386.22,29,10.704,5.29,14.17,-0.17,0.38,0.66,396.3,191.9,0.0,0.0,0.929,0.879,489.5,500.5,114.28044802152289,0.20300912857055664,False,11,492.0,388.0,3.334786349978041,0.044812917709350586,True
735,finfet,data/train_canonical/ref_0735.png,data/train_canonical/search_0735.png,592.09,523.41,24,10.294,6.02,12.03,2.78,0.24,0.54,465.4,163.5,0.0,0.0,1.022,1.125,591.5,523.5,0.5968249324551071,0.1907055377960205,True,7,596.0,524.0,3.95426352182044,0.04438447952270508,True
736,dram,data/train_canonical/ref_0736.png,data/train_canonical/search_0736.png,546.09,501.76,44,10.194,7.65,11.75,-1.81,0.31,0.75,331.7,80.0,0.0,0.0,1.056,0.915,546.0,502.0,0.25632011235954566,0.233870267868042,True,5,756.0,500.0,209.9173782705948,0.04874587059020996,True
737,finfet,data/train_canonical/ref_0737.png,data/train_canonical/search_0737.png,580.97,437.78,27,10.462,6.78,16.23,-2.15,0.22,0.85,462.5,150.9,0.0,0.0,0.944,0.882,581.5,437.5,0.5994163828257915,0.21875452995300293,True,4,580.0,436.0,2.027140843651461,0.043879032135009766,True
738,dram,data/train_canonical/ref_0738.png,data/train_canonical/search_0738.png,419.3,423.58,43,10.985,7.65,16.66,2.12,0.59,0.62,541.8,139.3,0.0,0.0028,1.083,0.861,419.5,423.5,0.2154065922853637,0.20525193214416504,True,7,420.0,420.0,3.64779385382451,0.05312514305114746,True
739,dram,data/train_canonical/ref_0739.png,data/train_canonical/search_0739.png,403.34,574.37,35,9.057,5.04,10.68,1.41,0.33,0.69,314.3,132.8,0.548,0.0014,1.075,1.143,546.5,574.5,143.16005902485514,0.20129847526550293,False,8,404.0,580.0,5.668553607402861,0.048243045806884766,True
740,finfet,data/train_canonical/ref_0740.png,data/train_canonical/search_0740.png,594.81,595.93,22,10.743,5.03,11.56,-2.21,0.33,0.59,358.2,178.1,0.337,0.0024,1.079,1.075,594.5,526.5,69.4306920605001,0.20052671432495117,True,13,596.0,596.0,1.1920570456149056,0.04525017738342285,True
741,dram,data/train_canonical/ref_0741.png,data/train_canonical/search_0741.png,461.04,480.91,40,9.763,4.74,10.23,1.29,0.46,0.53,389.9,163.6,0.337,0.0,0.921,0.878,460.5,480.5,0.6780117993073886,0.20587992668151855,True,3,460.0,484.0,3.2603220699801865,0.0451657772064209,True
742,finfet,data/train_canonical/ref_0742.png,data/train_canonical/search_0742.png,429.94,432.68,24,9.127,7.73,14.71,2.03,0.41,0.84,349.4,94.4,0.0,0.0,0.928,1.019,429.5,432.5,0.475394572960189,0.19531822204589844,True,9,436.0,436.0,6.909848044638896,0.04295969009399414,True
743,dram,data/train_canonical/ref_0743.png,data/train_canonical/search_0743.png,378.88,504.99,40,9.182,6.15,13.7,-2.33,0.56,0.76,433.8,183.4,0.0,0.0018,0.985,0.863,487.5,504.5,108.62110522361665,0.20767569541931152,True,7,380.0,500.0,5.11414704520706,0.04835772514343262,True
744,finfet,data/train_canonical/ref_0744.png,data/train_canonical/search_0744.png,453.27,391.4,21,9.698,5.5,13.69,2.92,0.48,0.56,440.7,146.4,0.0,0.0,1.051,1.134,453.5,539.5,148.1001785954359,0.2135460376739502,False,10,452.0,396.0,4.772095975564633,0.04603242874145508,True
745,dram,data/train_canonical/ref_0745.png,data/train_canonical/search_0745.png,550.99,590.4,42,9.668,7.34,13.05,1.9,0.42,0.82,490.9,123.7,0.0,0.0,0.969,1.004,550.5,590.5,0.500099990002013,0.20017528533935547,True,6,556.0,596.0,7.513993611921704,0.052310943603515625,True
746,dram,data/train_canonical/ref_0746.png,data/train_canonical/search_0746.png,478.61,384.35,40,10.407,6.16,16.92,1.48,0.44,0.66,376.8,96.7,0.302,0.0,0.952,0.886,478.5,468.5,84.1500718953941,0.2039642333984375,True,3,484.0,388.0,6.509577559258334,0.045322418212890625,True
747,dram,data/train_canonical/ref_0747.png,data/train_canonical/search_0747.png,472.78,373.49,44,10.102,4.21,11.49,2.56,0.53,0.68,427.7,192.6,0.0,0.0,1.095,0.926,473.0,517.0,143.5101686292647,0.20525193214416504,False,4,476.0,364.0,10.021402097511125,0.052109479904174805,True
748,finfet,data/train_canonical/ref_0748.png,data/train_canonical/search_0748.png,381.57,422.99,29,9.102,5.57,13.71,-1.95,0.24,0.43,342.3,122.0,0.786,0.0,0.98,1.085,495.5,559.5,177.80614443826175,0.20676541328430176,False,9,380.0,428.0,5.250238089839344,0.04933667182922363,True
749,finfet,data/train_canonical/ref_0749.png,data/train_canonical/search_0749.png,615.03,484.02,25,9.526,5.26,15.13,2.24,0.31,0.64,584.3,195.4,0.0,0.0,0.992,1.082,522.5,484.5,92.53124499324537,0.17201948165893555,True,11,612.0,484.0,3.0300660058816926,0.0423738956451416,True
750,finfet,data/train_canonical/ref_0750.png,data/train_canonical/search_0750.png,410.73,577.9,20,9.098,4.16,14.87,1.94,0.57,0.76,482.7,105.4,0.0,0.0009,1.027,0.973,410.5,529.5,48.4005464845181,0.2382512092590332,True,7,420.0,396.0,182.1360560130805,0.04999423027038574,True
751,dram,data/train_canonical/ref_0751.png,data/train_canonical/search_0751.png,458.12,531.04,40,9.024,5.75,13.03,-2.51,0.55,0.77,432.3,91.8,0.0,0.0,0.965,1.057,529.5,530.5,71.38204255973626,0.22052979469299316,True,4,460.0,532.0,2.1109239683134144,0.050290822982788086,True
752,finfet,data/train_canonical/ref_0752.png,data/train_canonical/search_0752.png,436.51,537.65,21,9.768,6.14,11.36,2.07,0.56,0.65,490.9,81.6,0.0,0.0,0.959,1.112,437.0,486.0,51.65232424586524,0.2006516456604004,False,8,436.0,540.0,2.404703723954387,0.04723310470581055,True
753,dram,data/train_canonical/ref_0753.png,data/train_canonical/search_0753.png,504.83,413.31,45,9.09,7.92,16.17,-1.04,0.32,0.9,430.3,93.3,0.0,0.0,1.0,0.96,504.5,413.5,0.3807886552931805,0.192183256149292,True,3,508.0,420.0,7.4030399161425615,0.04528617858886719,True
754,dram,data/train_canonical/ref_0754.png,data/train_canonical/search_0754.png,562.19,570.05,41,10.938,6.65,14.27,1.75,0.47,0.81,558.5,109.8,0.0,0.0,0.946,0.956,562.5,570.5,0.5464430436925765,0.20131397247314453,True,6,564.0,572.0,2.6605638500137485,0.04681801795959473,True
755,dram,data/train_canonical/ref_0755.png,data/train_canonical/search_0755.png,625.77,581.43,44,10.013,6.41,17.72,0.68,0.55,0.88,324.8,174.4,0.0,0.0,1.019,1.013,463.0,581.0,162.7705679783664,0.20120763778686523,True,4,628.0,580.0,2.6491130591199648,0.04264640808105469,True
756,finfet,data/train_canonical/ref_0756.png,data/train_canonical/search_0756.png,545.79,515.57,28,9.264,7.94,17.23,-0.69,0.59,0.61,349.4,112.8,0.667,0.0,0.984,1.055,545.5,515.5,0.2983286778035023,0.1992206573486328,False,7,548.0,516.0,2.251443981093049,0.0401461124420166,True
757,finfet,data/train_canonical/ref_0757.png,data/train_canonical/search_0757.png,502.03,397.42,28,10.047,6.84,15.38,2.69,0.56,0.63,446.4,167.4,0.0,0.0,1.059,0.893,502.0,508.0,110.58000406945189,0.2092430591583252,False,6,500.0,396.0,2.4773574631045747,0.04666852951049805,True
758,dram,data/train_canonical/ref_0758.png,data/train_canonical/search_0758.png,419.72,564.89,37,9.437,5.0,12.72,0.91,0.47,0.52,387.1,141.2,0.0,0.0,1.032,0.97,419.5,564.5,0.44777226354476374,0.21196293830871582,True,3,420.0,564.0,0.9330058949438425,0.04229545593261719,True
759,dram,data/train_canonical/ref_0759.png,data/train_canonical/search_0759.png,538.3,583.4,41,9.378,5.02,16.62,-2.38,0.31,0.64,592.8,84.3,0.0,0.0,1.035,0.982,538.5,583.5,0.2236067977500298,0.1948680877685547,True,5,540.0,588.0,4.904079934095728,0.04769706726074219,True
760,dram,data/train_canonical/ref_0760.png,data/train_canonical/search_0760.png,485.48,495.3,38,9.473,6.26,15.82,-2.33,0.53,0.84,411.4,104.1,0.332,0.0,1.025,1.07,485.5,495.5,0.20099751242240468,0.2088150978088379,True,9,484.0,500.0,4.927514586482718,0.052008867263793945,True
761,dram,data/train_canonical/ref_0761.png,data/train_canonical/search_0761.png,631.37,529.88,44,10.957,4.09,12.17,0.25,0.21,0.44,531.3,103.5,0.0,0.0,1.072,0.983,530.5,513.5,102.19129757469567,0.20300650596618652,True,6,636.0,524.0,7.484069748472412,0.04474139213562012,True
762,finfet,data/train_canonical/ref_0762.png,data/train_canonical/search_0762.png,449.17,382.13,29,9.083,7.69,12.43,-0.81,0.33,0.67,593.7,109.6,0.0,0.0,0.913,1.073,449.5,461.5,79.37068602450152,0.20732331275939941,True,6,452.0,380.0,3.542005081870986,0.04217934608459473,True
763,finfet,data/train_canonical/ref_0763.png,data/train_canonical/search_0763.png,419.34,420.73,28,10.073,6.73,16.71,-0.83,0.36,0.9,432.4,103.2,0.413,0.0,1.097,0.979,477.0,421.0,57.660632150541005,0.19772052764892578,False,11,420.0,420.0,0.9841239759298925,0.04472708702087402,True
764,finfet,data/train_canonical/ref_0764.png,data/train_canonical/search_0764.png,512.09,633.56,29,10.611,5.19,16.79,2.09,0.24,0.41,304.3,194.4,0.729,0.0,1.004,0.86,512.5,456.5,177.06047469720616,0.1982097625732422,False,6,516.0,636.0,4.608871879321448,0.046327829360961914,True
765,finfet,data/train_canonical/ref_0765.png,data/train_canonical/search_0765.png,473.12,517.51,26,9.034,4.98,15.22,-2.33,0.52,0.56,591.0,168.9,0.0,0.0005,0.956,1.018,473.5,517.5,0.3801315561749595,0.21676945686340332,True,7,476.0,516.0,3.2518456297924025,0.04498291015625,True
766,finfet,data/train_canonical/ref_0766.png,data/train_canonical/search_0766.png,567.08,567.38,25,10.124,4.65,10.64,1.3,0.26,0.54,578.6,123.1,0.0,0.0021,1.023,0.956,567.0,454.0,113.38002822366909,0.19380760192871094,True,7,564.0,572.0,5.55254896421457,0.054894208908081055,True
767,finfet,data/train_canonical/ref_0767.png,data/train_canonical/search_0767.png,633.84,390.36,25,10.765,5.05,16.07,-1.07,0.59,0.59,396.8,122.3,0.0,0.0,1.04,0.927,441.5,548.5,249.0038859134532,0.19688963890075684,False,6,636.0,388.0,3.1992499120887583,0.06122088432312012,True
768,dram,data/train_canonical/ref_0768.png,data/train_canonical/search_0768.png,532.17,429.39,37,9.632,7.27,14.52,-2.38,0.33,0.65,499.4,80.4,0.0,0.0027,0.942,0.973,532.5,429.5,0.34785054261856485,0.20814299583435059,True,6,532.0,436.0,6.612185720319731,0.06213641166687012,True
769,dram,data/train_canonical/ref_0769.png,data/train_canonical/search_0769.png,505.06,532.53,39,10.486,6.79,12.94,0.42,0.32,0.85,478.5,115.5,0.0,0.0,1.064,0.968,505.5,532.5,0.4410215414239948,0.1914818286895752,True,4,508.0,236.0,296.54457422114467,0.05159139633178711,True
770,finfet,data/train_canonical/ref_0770.png,data/train_canonical/search_0770.png,564.79,546.94,28,10.082,6.75,11.17,0.86,0.29,0.79,467.6,189.0,0.0,0.0,0.979,1.005,565.0,547.0,0.21840329667843553,0.1881847381591797,True,9,572.0,548.0,7.287503001714676,0.040010929107666016,True
771,finfet,data/train_canonical/ref_0771.png,data/train_canonical/search_0771.png,530.62,538.81,30,10.627,4.03,10.24,-2.97,0.56,0.84,498.0,101.3,0.0,0.0,0.913,0.915,530.5,472.5,66.3101085808189,0.21126127243041992,True,4,532.0,540.0,1.8222239159884048,0.04644370079040527,True
772,dram,data/train_canonical/ref_0772.png,data/train_canonical/search_0772.png,554.06,582.98,44,9.957,5.34,13.7,-2.27,0.58,0.66,519.4,170.5,0.0,0.0011,0.928,1.099,554.0,583.0,0.06324555320331006,0.2126762866973877,True,3,556.0,580.0,3.5558402663787247,0.04811429977416992,True
773,finfet,data/train_canonical/ref_0773.png,data/train_canonical/search_0773.png,393.54,621.9,21,9.117,6.39,15.16,2.78,0.56,0.42,411.4,134.8,0.0,0.0011,0.901,0.926,543.5,553.5,164.82281880856178,0.19983744621276855,False,9,396.0,628.0,6.577355091524265,0.04790997505187988,True
774,dram,data/train_canonical/ref_0774.png,data/train_canonical/search_0774.png,562.41,482.3,45,9.162,6.94,15.62,0.85,0.52,0.76,313.6,118.7,0.0,0.0,0.947,0.966,562.5,482.5,0.21931712199461578,0.2122046947479248,True,4,556.0,212.0,270.37599394176993,0.043711185455322266,True
775,dram,data/train_canonical/ref_0775.png,data/train_canonical/search_0775.png,514.76,596.54,41,10.284,4.16,14.18,-2.74,0.22,0.56,312.2,188.5,0.603,0.0,1.039,1.017,514.5,596.5,0.2630589287593036,0.20964741706848145,True,8,516.0,604.0,7.5623541308246445,0.04834342002868652,True
